pair_id,visit_id,gt_instance_id,change_type,full_gt_voxels,sensor_visible_gt_voxels,sensor_visibility_status,d_intersection_voxels,best_atomic_id,best_atomic_iou,best_atomic_precision,best_atomic_recall,second_atomic_iou,union_oracle_iou,union_search_exact,union_candidate_count,union_member_ids,split_oracle_iou,best_raw_mask_iou,best_raw_query_id,best_raw_query_score,best_confident_mask_iou,provisional_failure_type,D_coverage,D_owned_coverage,D_supported_coverage,final_P2_iou
scene0109_00-scene0109_01,0,14,unchanged_or_unknown,96,,NOT_COMPUTED,6,ovimap:5,0.005080440304826418,0.005499541704857928,0.0625,0.0,0.005080440304826418,True,1,"[""ovimap:5""]",0.0625,0.0,query_0084,0.9989465475082397,0.0,mixed,0.0625,0.0625,0.0,0.005080440304826418
scene0109_00-scene0109_01,0,17,unchanged_or_unknown,22,,NOT_COMPUTED,1,ovimap:11,0.014285714285714285,0.02040816326530612,0.045454545454545456,0.0,0.014285714285714285,True,1,"[""ovimap:11""]",0.045454545454545456,0.011494252873563218,query_0028,0.0006095592398196459,0.01098901098901099,mixed,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.01098901098901099
scene0109_00-scene0109_01,1,1,unchanged_or_unknown,1574,,NOT_COMPUTED,786,ovimap:8,0.22548613984278032,0.3926512968299712,0.3462515883100381,0.09803921568627451,0.2962822458270106,True,8,"[""ovimap:6"",""ovimap:8"",""ovimap:13"",""ovimap:14"",""ovimap:30""]",0.4993646759847522,0.001229256299938537,query_0071,0.00039924963493831456,0.000980392156862745,mixed,0.4993646759847522,0.4993646759847522,0.45806861499364676,0.22548613984278032
scene0109_00-scene0109_01,1,2,rigid,587,,NOT_COMPUTED,242,ovimap:9,0.25921658986175117,0.44466403162055335,0.3833049403747871,0.006625891946992864,0.25921658986175117,True,5,"[""ovimap:9""]",0.4122657580919932,0.24263839811542992,query_0096,0.9820070862770081,0.24263839811542992,mixed,0.4122657580919932,0.4122657580919932,0.37649063032367974,0.24263839811542992
scene0109_00-scene0109_01,1,3,rigid,158,,NOT_COMPUTED,97,ovimap:10,0.365,0.6347826086956522,0.4620253164556962,0.01978891820580475,0.365,True,3,"[""ovimap:10""]",0.6139240506329114,0.0,query_0096,0.9820070862770081,0.0,mixed,0.6139240506329114,0.6139240506329114,0.6075949367088608,0.365
scene0109_00-scene0109_01,1,4,rigid,153,,NOT_COMPUTED,0,ovimap:1,0.0,0.0,0.0,0.0,,True,0,[],0.0,0.0,query_0096,0.9820070862770081,0.0,mixed,0.0,0.0,0.0,0.0
scene0109_00-scene0109_01,1,5,unchanged_or_unknown,882,,NOT_COMPUTED,282,ovimap:1,0.19343575418994413,0.3349455864570738,0.31405895691609975,0.0056433408577878106,0.19343575418994413,True,4,"[""ovimap:1"",""ovimap:27""]",0.3197278911564626,0.16937869822485208,query_0036,9.048029460245743e-05,0.16654545454545455,mixed,0.3197278911564626,0.3197278911564626,0.2619047619047619,0.16654545454545455
scene0109_00-scene0109_01,1,6,unchanged_or_unknown,3393,,NOT_COMPUTED,705,ovimap:18,0.07592800899887514,0.6235565819861432,0.07957559681697612,0.01979434447300771,0.12383233532934132,True,11,"[""ovimap:12"",""ovimap:18"",""ovimap:20"",""ovimap:21"",""ovimap:22"",""ovimap:23"",""ovimap:24"",""ovimap:26""]",0.20778072502210435,0.017161536366112777,query_0000,0.00014501786790788174,0.0,mixed,0.20778072502210435,0.1641615089890952,0.13645741231948127,0.07592800899887514
scene0109_00-scene0109_01,1,7,unchanged_or_unknown,1258,,NOT_COMPUTED,546,ovimap:15,0.18754373687893633,0.6104783599088838,0.21303656597774245,0.1698595146871009,0.307426597582038,True,3,"[""ovimap:15"",""ovimap:24""]",0.43402225755166934,0.0,query_0096,0.9820070862770081,0.0,mixed,0.43402225755166934,0.4276629570747218,0.4149443561208267,0.18754373687893633
scene0109_00-scene0109_01,1,8,unchanged_or_unknown,110,,NOT_COMPUTED,0,ovimap:1,0.0,0.0,0.0,0.0,,True,0,[],0.0,0.0,query_0096,0.9820070862770081,0.0,mixed,0.0,0.0,0.0,0.0
scene0109_00-scene0109_01,1,9,unchanged_or_unknown,1450,,NOT_COMPUTED,189,ovimap:3,0.09955041746949261,0.5916030534351145,0.10689655172413794,0.018889524899828276,0.10086299892125135,True,3,"[""ovimap:3"",""ovimap:6""]",0.13034482758620689,0.1056338028169014,query_0004,0.0003017355047632009,0.0111731843575419,mixed,0.13034482758620689,0.13034482758620689,0.11586206896551725,0.09839228295819935
scene0109_00-scene0109_01,1,10,unchanged_or_unknown,25,,NOT_COMPUTED,0,ovimap:1,0.0,0.0,0.0,0.0,,True,0,[],0.0,0.0,query_0096,0.9820070862770081,0.0,mixed,0.0,0.0,0.0,0.0
scene0109_00-scene0109_01,1,11,unchanged_or_unknown,467,,NOT_COMPUTED,184,ovimap:2,0.2543103448275862,0.43596059113300495,0.37901498929336186,0.006769825918762089,0.2543103448275862,True,2,"[""ovimap:2""]",0.39400428265524623,0.0,query_0096,0.9820070862770081,0.0,mixed,0.39400428265524623,0.39400428265524623,0.3875802997858672,0.2543103448275862
scene0109_00-scene0109_01,1,12,unchanged_or_unknown,70,,NOT_COMPUTED,11,ovimap:8,0.007601935038009675,0.00792507204610951,0.15714285714285714,0.0,0.007601935038009675,True,1,"[""ovimap:8""]",0.15714285714285714,0.0,query_0096,0.9820070862770081,0.0,mixed,0.15714285714285714,0.15714285714285714,0.05714285714285714,0.007601935038009675
scene0109_00-scene0109_01,1,17,unchanged_or_unknown,17,,NOT_COMPUTED,0,ovimap:1,0.0,0.0,0.0,0.0,,True,0,[],0.0,0.0,query_0096,0.9820070862770081,0.0,mixed,0.0,0.0,0.0,0.0
scene0109_00-scene0109_01,1,18,unchanged_or_unknown,1289,,NOT_COMPUTED,4,ovimap:2,0.002365464222353637,0.009852216748768473,0.0031031807602792862,0.0,0.002365464222353637,True,1,"[""ovimap:2""]",0.0031031807602792862,0.0,query_0096,0.9820070862770081,0.0,mixed,0.0031031807602792862,0.0031031807602792862,0.0023273855702094647,0.002365464222353637
